v_1,v_2,v_3,v_4,v_5,v_6,v_7,v_8,v_9,v_10,target
0.19798,-0.9547,-2.05772,0.54675,1.74932,0.40115,0.33676999999999996,-1.0591,-1.17192,-0.89007,1.207383555798959
-2.04681,-1.5873,-1.08558,0.61464,-0.70208,1.17654,0.43795,0.53632,-0.93674,0.75193,0.7395856969477913
-0.15896,-1.08355,0.93124,0.43359,0.63466,-0.11427999999999999,0.39454,0.9371700000000001,0.24800999999999998,-0.29206,0.20360118706834404
-1.31294,2.4296900000000003,0.5666399999999999,1.45102,-1.37176,-1.27016,-2.42371,-0.6193,-1.45949,-1.3643399999999999,-1.8086898200992858
-2.93493,-0.59927,0.38964,-0.28603,-0.12915,0.67279,-1.4595200000000002,-0.90789,0.23765999999999998,0.84803,0.5552516202700422
-1.20318,1.21651,-0.0197,2.34918,0.8896799999999999,-2.03666,1.47892,0.9142100000000001,1.25003,1.00434,-1.4240137818695502
1.1443,0.9275200000000001,-0.8642799999999999,-0.2461,-0.52,0.24224,0.25117,-1.9363,-0.82045,-0.78538,-0.024198965767470278
2.30677,-0.8113,-0.21377,0.67508,-0.66843,-0.9371700000000001,-0.18735,-0.58196,-1.32142,1.02001,-1.1689098178611577
-0.51368,-1.08543,1.16298,-0.08515,1.2698200000000002,1.17324,-0.8950600000000001,-1.01239,0.42165,0.3271,1.6810868080710526
-0.5596300000000001,0.12253,-0.13510999999999998,-1.248,-0.004520000000000001,-0.43888999999999995,0.8114600000000001,-0.6116699999999999,1.0379200000000002,0.89628,-0.3966748434954786
2.9435,0.09028,-0.77304,-0.29635,-2.36564,2.13712,-1.8203099999999999,0.4557,0.60724,-1.72784,0.8174166330169413
2.13869,0.55152,-0.62942,-0.22639,0.10734,0.90505,-1.94048,-0.3858,0.6653100000000001,-1.4412399999999999,0.8793502402548777
-0.54506,-0.49081,-0.14629,0.32493,0.9558399999999999,1.00122,-0.17698,0.56295,-0.8387399999999999,-0.14643,1.3744196021882051
-0.80078,0.14672000000000002,-0.14795,0.09647,-0.13910999999999998,-0.91266,0.00908,0.42861000000000005,0.82778,1.13689,-0.8932149629985238
-0.5865199999999999,-0.2222,-0.5667300000000001,0.40055,0.68498,0.05195,-1.0692700000000002,0.58091,1.91662,-0.53594,0.38064727522499764
-0.81207,0.40733,-2.5985,-0.41384,-0.88665,0.1138,-0.41056000000000004,0.57504,0.01793,-0.36959000000000003,-0.3164281550692719
-0.97185,0.60243,0.67247,1.0026,0.1354,-0.97524,0.24113,-1.78295,0.86771,-0.57703,-0.8191756972802215
-1.3967100000000001,-0.44448999999999994,0.8768299999999999,0.37658,1.50078,-1.32455,-0.70985,0.94178,1.49811,0.0248,-0.48277222631907313
-0.8854200000000001,0.96526,0.65015,0.5048199999999999,1.8748599999999997,0.55483,-0.44317,0.54388,0.71465,-0.47589,1.4081426262138454
0.37948000000000004,-0.061970000000000004,1.3560299999999998,2.76579,1.32332,0.8738100000000001,1.6105399999999999,-0.70039,-0.68088,0.00619,1.4351854861228264
-0.70916,0.023530000000000002,1.47096,-0.7756,0.74931,-1.92267,0.6628,-0.08841,-0.08187,0.39702,-1.3871561630744174
-0.21724000000000002,0.78322,-1.07741,0.7146,1.48645,-0.8375299999999999,-0.8147300000000001,-0.41991999999999996,0.36251,-0.14619000000000001,-0.046558528233294025
-1.2736299999999998,1.63539,-0.72415,0.1409,1.23538,1.1623700000000001,-0.39605999999999997,1.1959,-0.81618,-0.94668,1.6557869404980148
1.07514,-0.16076,-0.31599,0.42805,0.8313,0.81724,1.9446,-0.44206999999999996,-2.19218,0.75859,1.147143815491963
0.22496999999999998,1.79273,-0.41922,-0.2322,-0.46903999999999996,-0.71823,0.6037899999999999,0.57714,-0.54908,0.88456,-0.87348176446985
0.29759,0.9182799999999999,0.87854,-0.5101600000000001,0.96146,-1.64,-0.67338,-1.1909100000000001,2.535,-0.3104,-1.0284751560072363
2.21634,1.42963,0.95794,0.4793,-0.5556800000000001,0.56689,-0.31624,-1.4216600000000001,3.22315,1.27315,0.2547185272383854
-0.21893,1.42159,-0.50771,-1.33245,0.56292,-1.02501,-0.81081,-1.0453,-0.7601600000000001,-0.7915,-0.6593696114355551
-0.28249,-0.32127,-2.1583799999999997,-0.42954,-2.30242,-2.20304,0.00853,-0.49587,-0.40623000000000004,-0.21616999999999997,-3.1045181914745967
-0.38482,-0.5252399999999999,-0.9743299999999999,-0.43653000000000003,-0.45022,1.7251299999999998,1.6123,-0.72924,1.69688,-0.63762,1.3597614211648699
-0.40513000000000005,1.5329700000000002,1.37239,0.43501999999999996,-1.5198399999999999,1.66543,2.33563,0.5870000000000001,0.26495,-1.38586,0.7920737088800465
1.2389,0.32356,-1.08831,-0.20139,0.55687,0.5847899999999999,-0.9480200000000001,-0.10489000000000001,-1.9470599999999998,0.44648000000000004,0.8030160931260273
1.16729,1.2061899999999999,0.93999,2.84253,1.56892,1.2738399999999999,0.64785,0.70934,-1.31255,-0.25136,1.916454506452563
-2.4860599999999997,0.64535,0.35743,-0.8936200000000001,-0.6612100000000001,-1.62173,-0.83754,0.21097,0.82027,-1.8442599999999998,-1.7893459100540234
-0.90215,1.2841,-0.63763,1.6987,-2.2482,0.13612,-1.37496,0.2512,-1.61509,-0.12358,-0.9484748529043713
-0.060329999999999995,0.29394000000000003,-0.36598,-0.22514,0.38968,-1.65445,-0.32369000000000003,2.2930099999999998,-1.7097099999999998,1.14011,-1.3156537586111299
0.04166,-0.5384,-0.19089,-0.18403,-1.52972,1.5524799999999999,-1.77773,-0.70904,-1.1552200000000001,1.29639,0.6866518357655922
0.13452999999999998,-0.93648,0.8258700000000001,-0.67019,-0.6330899999999999,1.03075,-0.45764,-1.29711,-0.30593000000000004,-1.36969,0.639978793884745
-1.09188,-1.28241,-0.42754,0.79366,0.14606,0.9906799999999999,0.42825,0.68742,-0.44083,-0.2677,0.9762489458210827
0.17369,0.23567,0.73217,-1.26991,0.03461,0.72537,-0.00914,-0.81755,-0.72892,-0.85608,0.6823304226334047
-0.64846,-0.6119899999999999,1.13063,-0.6073,0.18162999999999999,1.49252,0.042769999999999996,1.33625,0.51155,0.42766000000000004,1.4500271282654873
-0.84819,1.6267200000000002,0.54675,2.12931,-0.38454,-0.16509000000000001,0.48767,-0.03515,-1.788,-0.26011,-0.32914599722033144
-1.1072600000000001,0.78464,0.1578,0.49456000000000006,-0.18628,0.07977000000000001,0.30438000000000004,1.20864,-0.78942,0.7867,-0.012472846317955514
0.80088,-0.1561,-0.02053,-0.96915,0.58375,1.27915,-0.20584000000000002,0.11076,0.8064399999999999,-1.4392399999999999,1.4494459977530354
-0.29111,1.9025900000000002,-1.42656,-0.74936,0.7522,-0.06467,1.1951399999999999,-0.00013000000000000002,-1.71413,-2.40422,0.3060056360652421
-0.12891,0.18079,-0.08537,1.3537700000000001,-0.02907,-0.02465,-0.07808,1.4903899999999999,-0.23928000000000002,-0.16005999999999998,-0.0319372227553165
-0.36787,-1.18006,-0.59938,-0.31506,-0.8124899999999999,0.17405,-0.7795,-0.26945,-0.40413000000000004,-1.38714,-0.22708461734735358
0.09849,1.00999,-0.86482,1.23185,0.14428,-0.36168,3.1019400000000004,1.6157700000000002,0.28465999999999997,0.97001,-0.25583185843963346
1.14632,0.64389,0.12672,-0.65971,-0.77972,0.09301,-1.31761,0.74247,-0.55489,-0.061470000000000004,-0.28400167182786745
0.25111,1.20756,-0.38259,0.66171,-1.6501599999999998,1.28554,-1.21359,-2.09077,-0.27671999999999997,0.42335,0.3846523735784627
-0.44243999999999994,-0.80882,-0.62408,-0.76888,-0.41894,-0.43066000000000004,-0.25749,-1.0332700000000001,-0.16934000000000002,1.46502,-0.5879833836683529
0.61707,2.05671,1.16289,0.25659,0.70047,-2.13728,1.58955,1.27043,-0.037610000000000005,-0.58697,-1.6062420869184575
1.64858,0.26039,-1.78024,0.57582,0.29485,1.52149,-1.10378,0.8891100000000001,-0.46966,-1.7699200000000002,1.5321856975072898
0.52709,-0.05851,-1.50476,1.3000399999999999,1.1196700000000002,0.17638,0.06337999999999999,1.37285,0.91254,-0.47722,0.7012051958402858
0.88061,-0.28820999999999997,0.57096,0.99898,0.23462,0.498,1.46723,1.47266,-0.56777,-1.6520299999999999,0.5701362520993896
0.57295,-0.31561,1.55942,-1.33134,0.4879,-0.71426,1.33646,0.027610000000000003,-1.27765,-0.38785,-0.4107589925204312
-0.17732,1.69527,0.78745,1.7804400000000002,0.81413,0.70809,-1.27596,0.7024100000000001,0.8710100000000001,-1.23759,1.0399903536997352
0.45642,0.56448,0.0581,-0.96934,-0.14828,-0.45542,-0.53735,-0.09742999999999999,1.4059700000000002,-1.2601,-0.48137482980257423
-1.7993400000000002,-0.08709,0.89585,-0.25294,0.2593,-0.22059,-0.19882,1.46548,1.15025,-0.39297,-0.07282482768130409
-0.09151000000000001,0.13164,-0.44985,-1.02904,-1.13429,-0.5375,-0.06829,-1.49915,-0.3278,-0.73951,-1.028523378127283
-0.13178,-1.7065099999999997,0.50107,0.15658,0.67567,1.60035,-0.57125,1.22444,0.51581,-0.5469,1.7851488348639057
-1.2048,-0.33849,-1.06493,-1.37796,-0.55307,-0.68461,-0.44827,0.15592999999999999,-1.5796700000000001,-1.1176700000000002,-0.8824995967449024
-0.7158899999999999,-0.33684000000000003,-1.38181,1.13804,-1.73147,-0.26996,-0.44903999999999994,1.25427,1.5687,-1.0935,-1.0703324179561942
2.01646,0.05635,-0.16940999999999998,0.11147,-0.64937,0.68489,0.016880000000000003,-0.81147,0.2805,0.23113000000000003,0.3179938476937705
-0.69482,1.43763,-2.70082,-1.11925,0.13842000000000002,1.21584,-1.9759099999999998,2.17404,-0.19138,0.86159,1.1783437636135987
0.79382,-0.42463,2.1896,-0.45369,-1.20648,1.05792,1.46127,0.38434,1.6001,-1.06574,0.39000972896564784
1.23806,-0.70707,0.92132,0.7924,-1.90179,-1.53649,0.9621200000000001,0.6267199999999999,0.27468000000000004,0.66998,-2.3055483900045304
-0.46591000000000005,-1.36486,1.27766,-0.64562,-0.0808,0.05265,0.13321,-0.40924,1.16577,-0.32750999999999997,0.014177532507798943
0.02868,-0.43395,0.45299999999999996,1.27903,0.67269,0.5123300000000001,0.29739,-0.36534,-0.6797300000000001,-0.24404,0.7928250825407421
-0.014980000000000002,-2.34635,0.5728,-0.25926,-1.18957,-0.01157,0.878,-0.97015,0.6340100000000001,1.0114,-0.5757192274377947
-0.98598,0.12648,1.9436,-0.30691999999999997,-0.58231,2.09901,0.57085,0.09945,-1.25253,0.20798000000000003,1.6356080975447735
-0.65364,1.13754,0.25367,0.5854,-0.18423,-0.6904600000000001,-0.67619,-0.44891000000000003,0.55684,-1.67648,-0.7128996779746636
-0.49928,-0.59741,-1.8084799999999999,-0.04571,-0.23886,-0.7568699999999999,-0.7831100000000001,-0.26244,0.6990000000000001,-0.09469,-0.7990202804226514
0.08094,-1.25726,0.39507,-0.19113,-0.5067,-0.76712,-1.05556,-0.32035,0.84335,0.67209,-0.9360676880960342
0.7358100000000001,0.33271999999999996,-2.56135,-0.73183,-1.54445,-1.2664,1.6706,0.6491899999999999,-0.58158,0.95006,-1.8885389191144837
0.7199,-0.8750899999999999,-0.0602,-1.3653899999999999,0.39716,0.36064,0.04249,0.32498,1.09776,-0.26198,0.5234513585492188
0.68143,-0.16085,-0.4915,-1.3962299999999999,-0.015080000000000001,-0.52475,0.9266,0.10054,-0.52223,1.1828100000000001,-0.4806269684085672
-0.17877,-0.8152,1.20326,1.11781,-0.53228,0.43346999999999997,-0.07256,0.31899,-0.04815,-1.16103,0.14509681151529955
-1.24222,0.72943,1.2482799999999998,-0.28953,-0.49745,0.13221,-1.30439,-0.5113800000000001,-1.9749299999999999,-0.45333999999999997,-0.11265177754417868
-0.34706,0.9988100000000001,0.96209,0.84495,0.22975,-0.9833799999999999,0.5706600000000001,-0.40392,-1.32528,-0.84745,-0.7810504488109866
0.06396,0.46618999999999994,0.033460000000000004,1.0292,-0.87225,-0.039639999999999995,1.56715,1.80427,0.8715799999999999,2.23121,-0.4498039519934083
0.00503,-0.30829,0.23526,-0.50451,-0.41405,-1.6368,-0.18447,-1.5637299999999998,3.00647,1.30891,-1.6838411601454604
0.17038,1.01106,1.14319,-1.02247,-0.08514,-0.012320000000000001,0.25232,0.4191,-1.09061,-1.77993,-0.047356022637668284
0.83439,1.5998700000000001,-0.8075899999999999,0.28905,-0.53595,0.9811200000000001,0.58911,0.83778,-2.5359700000000003,0.7353,0.642021645209606
-0.5059899999999999,-0.036680000000000004,-0.40395,0.7040000000000001,-1.1244100000000001,-0.4973,-1.10364,-0.50349,-0.8925200000000001,0.08918999999999999,-0.9870761899648575
-1.23,-0.18937,-0.22851999999999997,-1.09553,-1.21695,-1.3765100000000001,-1.02778,-0.0973,0.6742,-0.34742,-1.8316147749102645
1.10971,-0.13698,2.17869,-2.11307,-0.62057,-1.20651,-0.68682,2.4889,1.56988,1.8574599999999999,-1.391245546624536
-0.39115,1.67918,0.8217200000000001,-0.73292,0.14542,-0.05438,0.15142,1.60584,-0.08849,0.419,0.025336659225357515
-2.17001,-0.38437,-1.17078,0.87321,-0.8584700000000001,2.25433,0.5907100000000001,0.5364800000000001,-0.9643700000000001,0.66779,1.6466498217388956
-1.4083700000000001,1.37489,0.4237,0.25671,1.39849,0.09452,0.72838,0.29691,-0.37806,0.44485,0.7616636848153553
-0.19188,-0.47013,-0.28414,-0.06561,0.6422,0.6399,0.13413,-1.81263,1.13523,-0.23644,0.8953136966724721
1.2916100000000001,0.020390000000000002,0.12395999999999999,-0.34554,-0.59031,-0.058539999999999995,-0.4933,1.0732,0.46366,-0.08095,-0.3325423201011905
1.50683,0.37098000000000003,0.11915999999999999,1.64553,-0.22828,1.71737,0.6856899999999999,1.07285,-0.56272,0.30413,1.4602719014691798
-1.37819,0.45778,-0.15084,1.1259,1.09199,0.1565,0.70195,0.60419,-0.06836,0.7602399999999999,0.6694922351637017
-0.84,-1.3721,-0.16322,-1.7914,0.11327000000000001,1.25292,-0.5041800000000001,0.6172300000000001,0.12919,0.6769,1.2004146835348624
-0.05765,0.87387,1.2119799999999998,1.69333,-0.66457,0.71005,1.5542799999999999,0.51413,-0.11392000000000001,1.8441299999999998,0.3332230339645423
3.2816099999999997,0.02289,-0.67835,0.32194,-0.48938999999999994,1.42629,0.65098,0.27733,0.84314,-0.81101,1.0685666027687397
1.5111299999999999,1.08006,-0.29274,0.43465,1.42072,-0.75942,-0.13763,1.33907,0.48781,-2.22064,-0.005406247057311115
-0.07518999999999999,-0.35373000000000004,1.18179,1.28172,1.51316,-0.04958,-2.34762,3.15365,-0.08306000000000001,1.70022,0.6842970229243059
-0.12805999999999998,1.8552799999999998,1.53188,0.16238,-0.30245,-0.64613,0.32771,0.57181,1.1378700000000002,-0.59944,-0.7293683298426944
0.4198,-1.93297,-1.2495100000000001,0.00424,-1.83785,0.92094,0.11857000000000001,-0.47042,-0.35624,-0.8522200000000001,-0.036699820071224284
-0.6376,-0.23124,0.33503,-0.94455,1.15509,2.32896,0.94635,-1.17371,-0.51378,1.89998,2.677339336336656
-0.69717,-1.06351,0.0158,1.20651,0.58811,0.23181999999999997,0.05081,-0.80315,-0.76805,-1.27447,0.4978699840984692
1.17228,0.7651399999999999,1.5863200000000002,1.3043799999999999,-0.1803,0.84157,-0.0791,0.44837,0.24985,-1.12711,0.6849305252775535
0.9267,-0.97219,0.8640399999999999,-1.1627,0.44995,-0.12548,0.9554799999999999,-0.14190999999999998,-0.34843,0.22354000000000002,0.10691519752870285
1.23699,2.0931599999999997,-0.40973999999999994,1.3686200000000002,-0.22701,0.7397600000000001,-1.0098200000000002,0.32754,0.8651700000000001,-0.71848,0.5696912943952035
1.27309,0.86611,-0.30323,1.11773,0.20772,1.72649,1.1250799999999999,-0.9756299999999999,0.43195,0.13127,1.6768983405817297
2.63923,1.2016200000000001,1.35552,-0.08797999999999999,-1.1073600000000001,-1.43134,0.4397,-0.9347,0.17639000000000002,-0.6725,-1.8291751478281997
-0.028030000000000003,0.41978000000000004,-0.4007,1.0468899999999999,0.67371,0.56928,-0.49781000000000003,-0.46631000000000006,0.16502,-1.19309,0.8457950611676587
0.71395,1.50958,1.8466900000000002,0.61666,0.67078,-0.03021,0.39232,0.75464,0.75015,-0.53173,0.29901794153597855
0.10339000000000001,1.95111,0.8277100000000001,-1.6694200000000001,-0.8626799999999999,1.2427,-0.39505999999999997,0.59231,-0.44448000000000004,0.43991,0.7229966435978644
-0.37373,-1.03966,-1.95373,0.80632,0.53251,0.1497,2.52857,-1.5177200000000002,-1.47196,-0.55303,0.39597941715471263
1.71413,-1.14933,-1.06834,-0.12280999999999999,-0.42585,-0.0571,2.8346400000000003,0.95457,1.28569,-0.98106,-0.25105168663662686
-0.5009100000000001,0.02419,0.39708000000000004,-0.38523,-0.94052,0.74037,0.96045,-0.58662,-0.0744,-0.9035,0.22881350408330497
2.08016,-0.58901,0.5130899999999999,-0.99497,0.5542100000000001,-0.64146,0.81675,1.0576299999999998,1.0150299999999999,1.29813,-0.3129374364749949
0.97193,0.45658000000000004,-0.17978,0.07121,-0.40142,-1.81361,-0.0635,0.387,0.61061,-1.85758,-1.8383414365994726
-0.47136000000000006,-0.99772,0.00591,0.21696999999999997,-0.8787200000000001,0.90276,0.26138,0.07769,0.08472,0.43218999999999996,0.4054970496066335
2.4135400000000002,-0.004529999999999999,0.45161999999999997,0.03167,-0.35984,2.13237,-0.35249,-0.91632,0.53567,0.66437,1.7733105407538985
0.7308100000000001,1.0687200000000001,-0.31556999999999996,-1.10594,-0.31924,2.80824,-0.01243,0.5665399999999999,0.63271,0.12900999999999999,2.409626729364879
0.48601000000000005,-0.29209,-1.02556,-0.53085,0.74,0.23281999999999997,-1.62093,-0.74037,-0.97905,0.58117,0.5713962135511484
0.33892,0.46271,-0.62543,0.99641,-0.91175,-1.7309599999999998,0.78691,0.47402,-0.25925,-0.11523,-2.0092946656939
0.55507,-0.2084,-1.31869,0.03387,-0.10328,-2.16269,1.3443399999999999,-0.2621,1.63711,-0.044680000000000004,-2.013764557612755
2.57137,-0.43653000000000003,-1.01453,1.5403799999999999,0.44258000000000003,0.5465800000000001,1.9538900000000001,0.55062,-0.11795,1.01528,0.7147851717468949
-0.78557,-2.3599799999999997,-1.32406,0.70535,-0.36851999999999996,0.0211,1.36363,0.20225,-0.24291999999999997,-0.36083000000000004,-0.1525976264159035
1.38511,0.2473,-0.09871,-0.17090999999999998,0.20122,-1.8102900000000002,1.34944,-1.06784,-0.51075,0.71536,-1.547487447830663
