v_1,v_2,v_3,v_4,v_5,v_6,v_7,v_8,v_9,v_10,v_11,v_12,target
-0.6989,-1.92121,0.86772,3.83966,0.06847,-3.23122,-0.05239,2.87885,0.72415,-1.3765,1.36004,-2.62734,0
-3.98387,-4.58044,2.50962,-0.98451,-1.89037,-4.50892,-1.45675,-1.18008,-0.43281,2.75493,1.52887,0.01198,0
-2.05496,-0.9835,1.02677,-0.34713,-2.03756,-0.69028,0.96922,4.08778,0.89322,1.01131,-0.50435,2.37933,0
-0.55616,1.10264,-1.15602,0.09497,0.36308,0.10761,-1.38874,-1.6589,-0.25978,-0.37476,-1.15555,-0.05011,1
-2.27812,0.3298,0.84844,0.76216,-0.14714,1.34549,0.45965,0.92872,-1.12501,1.06313,0.82172,1.06241,0
2.83724,-1.46705,1.5891,-0.26748,-1.08262,-1.54917,1.95358,2.92203,1.41092,-1.3872,1.36628,-1.34016,0
5.26021,-1.994,1.42658,0.24461,-1.67508,-3.30382,2.73008,5.65111,3.35037,-3.29995,0.88469,-2.40529,0
-8.33141,-1.9654,3.7416,0.0928,-2.75423,-2.20723,-2.27018,-1.58151,-3.1618,2.90573,2.39624,0.88368,1
-4.20652,0.21278,1.78062,3.20306,-1.75445,-1.00774,0.01906,4.38072,-0.58258,-0.67483,0.92231,0.12507,0
-2.69062,-2.42174,3.13121,2.56196,-1.37307,-2.60545,0.60491,3.01951,-0.58465,0.00582,2.99357,-1.56289,0
4.5547,2.08888,-2.91084,-0.66812,0.25648,-0.29898,-0.24495,0.75913,2.61147,-3.19035,-3.24272,-0.5961,1
1.18762,2.68751,0.03343,0.72718,-2.38268,-1.20408,-0.27193,3.35813,1.32281,-4.39361,-1.39355,-1.17131,1
3.14139,-0.81057,1.3884,-0.39234,-1.4999,-1.1747,2.29444,4.09033,1.82973,-1.87298,0.79234,-0.82366,0
2.58773,2.58949,1.29912,-1.09864,-2.33598,-0.55691,-0.00411,0.41353,0.15475,-4.28901,0.36362,-2.29039,1
0.46136,-1.16623,1.52021,1.55602,-1.51047,-2.74957,0.65889,3.53274,1.13652,-1.95728,0.9966,-1.75577,0
-3.61341,-0.31699,0.90313,1.7911,-2.01337,-1.31152,0.07703,4.71869,0.53223,0.0454,-0.53776,1.51787,0
1.20434,1.38713,-0.75361,-0.42607,-1.13488,-1.3416,-1.07151,0.14848,1.01719,-2.48982,-1.58632,-0.88093,1
2.91031,2.468,0.42335,-1.78505,-0.76659,-0.53333,-1.64453,-4.54205,-0.91391,-3.62693,0.50444,-3.46042,1
2.9168,-0.85255,-0.70009,-2.41536,-0.98913,-1.94645,-0.03635,0.0762,2.11071,-0.87703,-1.58002,-0.02277,1
-3.8032,0.51907,1.72266,0.75312,-0.84569,1.42174,0.21561,0.8582,-1.90882,1.30395,1.37672,1.27548,0
0.41167,-0.25753,1.54687,-2.6012,-2.00114,-0.41637,0.46927,0.02537,0.03792,-0.03442,0.43477,0.55873,0
-0.11469,4.63726,3.93033,-2.18218,-2.49136,3.32886,0.11544,-3.34879,-4.06797,-2.96462,3.56398,-2.08954,1
3.28485,1.01166,-2.94745,-1.6022,1.30046,-0.75727,-2.00702,-4.22318,1.10195,-1.40921,-2.55392,-1.21742,1
2.35892,-3.17146,0.54467,2.82906,0.38242,-3.96437,1.02414,3.46099,2.21671,-1.59771,1.22421,-3.03187,0
-12.52534,-2.90025,4.81397,0.37137,-3.33884,-3.19619,-3.95262,-3.4807,-4.82548,4.64843,3.16735,1.24538,1
-1.58576,-1.68607,-0.59442,3.25807,0.45041,-3.22614,-1.272,1.48432,0.90505,-0.52957,-0.34155,-1.50213,0
0.65137,0.35697,1.17406,-3.36059,-2.5451,0.70939,1.42324,2.05143,0.74883,0.25628,-0.59646,2.39775,1
1.89785,2.64418,1.86835,-2.48225,-1.31535,0.61851,-1.0742,-4.90244,-2.15155,-2.8577,1.86121,-2.98379,1
1.09724,0.61066,-3.02991,-0.16539,0.77821,-2.34321,-3.08019,-3.2648,1.25421,-1.52258,-3.07539,-1.26887,1
0.32968,-0.24687,-1.41777,-2.32975,0.87113,-0.98723,-2.72618,-6.35375,-0.60986,0.76153,-1.10797,-0.70786,1
-2.05306,2.37414,-2.35321,0.55277,1.15839,0.05206,-3.83961,-5.31768,-1.41731,-0.62594,-1.98751,-0.80775,1
1.09746,-1.28767,-2.13815,-1.41798,-0.00943,-2.78137,-1.75563,-1.43699,2.02544,0.06009,-2.76343,0.21712,1
-0.78822,-0.90733,-3.95202,0.81691,0.81815,-4.39558,-4.2055,-2.52636,2.1451,-0.54966,-4.3727,-0.6033,1
0.25501,1.33999,0.48019,-2.28582,-0.49814,0.54605,-1.3548,-4.37762,-1.4909,-0.48081,0.37794,-0.80766,1
-5.07699,-0.70674,0.13328,-0.16738,-0.79028,-1.74966,-3.0824,-3.06997,-1.46657,1.85226,-0.61658,0.79384,1
2.72781,-0.93689,0.01218,0.92574,-1.16995,-2.88004,0.92833,4.19929,2.7003,-2.62575,-0.64352,-1.42077,0
0.80823,-0.80701,1.00167,0.39798,-1.2036,-1.54157,0.88556,2.78779,1.06512,-1.13824,0.4564,-0.64298,0
-2.95545,0.13864,0.40105,-1.4696,-1.42135,-1.52918,-2.65195,-3.30896,-1.13924,0.48524,-0.59602,0.17692,1
-0.44307,0.83131,2.76459,-2.3227,-3.23277,-1.23314,-0.5507,-0.87038,-0.95798,-1.76585,1.29044,-1.05262,1
-4.50022,-0.869,2.51508,-1.04186,-2.57219,-2.35857,-2.18759,-2.1838,-1.84601,0.75103,1.21714,-0.2335,1
4.74522,1.19549,-0.56613,0.17391,1.58754,3.55055,3.60565,2.98621,1.01006,-0.82311,0.53519,0.31917,0
-2.23829,1.87379,-1.20228,-0.50499,0.43023,2.53727,-0.75608,-1.20748,-1.05532,1.39948,-1.4362,2.39855,1
-0.53865,1.70716,-0.13443,-0.65188,-2.5713,1.15893,1.75249,6.41709,1.83643,-0.72907,-2.3322,3.53776,0
2.32306,0.47225,-2.64601,-0.38285,0.07125,-2.51307,-1.9285,-0.96654,2.20272,-2.19341,-3.10095,-1.07003,1
2.91748,-1.49185,-0.53528,0.54151,1.21827,0.00811,1.97039,2.23056,1.60403,0.18963,0.21781,-0.1749,0
3.69858,2.28382,1.42206,-1.10184,-3.2697,-0.33014,2.0658,5.14962,1.90796,-4.53269,-0.30347,-0.75644,1
-3.15019,1.56688,-0.04208,0.61063,-0.01612,0.40465,-2.26986,-3.03751,-2.02417,0.03826,-0.02462,-0.32462,1
1.89008,6.11652,0.69949,-0.40517,-1.06685,3.73315,0.07629,-1.13923,-1.96537,-4.53765,0.59353,-1.74296,1
-0.94941,-0.84254,-3.02474,1.27883,0.75713,-2.55872,-2.16016,0.24324,1.96291,0.17531,-3.37564,0.60316,0
3.08935,-0.00954,-3.15013,-0.50738,0.21295,-2.95115,-1.71712,-0.36782,3.0067,-2.16314,-3.6599,-0.88,1
-1.16803,0.22049,-0.14796,1.01747,-0.50782,-1.24956,-1.01641,0.41377,0.12337,-0.80346,-0.50102,-0.51099,0
1.19153,1.08969,1.22831,-2.81839,-2.42054,0.63025,1.09458,1.46199,0.45571,-0.91311,-0.26302,1.18227,1
-1.93173,0.87896,0.08539,2.0111,-2.65125,-5.31565,-3.59347,0.44227,0.79974,-4.26051,-1.44083,-3.10378,1
-3.91025,-2.15628,-0.33945,1.9053,-0.71372,-4.06262,-2.47609,0.43997,0.56781,0.70054,-1.07252,-0.17545,0
-0.1595,0.71589,-0.9914,-0.63761,-0.46939,-1.66755,-2.28544,-2.5036,0.16304,-1.20117,-1.46255,-0.92651,1
-4.4122,-0.50165,0.94269,-1.32281,-1.66629,-1.545,-2.53655,-2.82777,-1.48447,1.52051,-0.22168,0.89712,1
-1.88752,-0.39193,3.38776,-0.61582,-2.63133,-0.06274,1.36451,2.56463,-0.95831,0.11317,2.27138,0.49773,0
-2.55914,-0.67921,2.33464,-0.36449,-2.75617,-0.66148,1.05013,3.89311,0.04823,0.52012,0.70545,1.68357,0
1.84459,3.28574,-2.30031,-2.39774,0.18768,3.54188,0.4112,-0.27999,0.57041,-0.2948,-2.89746,2.70325,1
-0.82624,-2.17256,2.01724,0.51152,-3.73695,-5.7414,-0.56416,4.26581,2.11114,-2.34389,-0.07623,-1.46175,0
-2.30338,-1.10668,1.50961,-0.60078,-2.4859,-0.33085,1.61798,5.18111,0.94664,1.35436,-0.30215,3.05987,0
3.50338,2.63281,-0.64379,-0.65072,-1.3785,-0.03864,0.45573,2.05966,1.60757,-3.9127,-1.51692,-0.96012,1
0.05149,1.84441,-0.49241,0.21639,-0.01626,0.03522,-1.46176,-2.07733,-0.69377,-1.67667,-0.41203,-1.30825,1
-0.18541,1.67092,-3.34615,2.61933,1.01287,-1.04876,-1.97341,0.92149,1.52834,-1.93926,-3.3677,-0.32669,0
-2.85823,1.20964,-0.24088,-0.486,-0.38895,0.95815,-1.38903,-1.67812,-1.28826,0.95389,-0.74058,1.36869,1
-4.38191,1.40677,1.63108,-0.05962,-1.07544,2.43403,-0.02334,0.07501,-2.44633,1.62697,1.02824,2.08952,1
-2.7954,-0.66769,1.04739,0.51876,-2.01361,-1.84293,-0.48439,2.46511,0.30238,0.05357,-0.28797,0.8098,0
5.22962,4.05883,2.80637,-2.71943,-2.72847,1.9177,1.94898,0.26765,-0.65894,-5.3033,2.13698,-2.79673,1
1.89609,-1.68033,0.10323,-0.42993,-3.41989,-5.93382,-0.47551,4.73607,3.95719,-3.29494,-2.23048,-1.08909,0
-3.82621,-2.35449,0.99127,0.73741,-1.70067,-3.13519,-1.02443,1.91265,0.43407,1.30732,-0.23458,0.90803,0
-1.70744,2.19131,-0.68986,0.10129,0.12225,0.9658,-1.86876,-2.69657,-1.42379,-0.50231,-0.71359,-0.10396,1
-1.88283,-0.04181,-1.84145,0.97852,-1.0001,-2.03387,-1.27093,2.9491,1.97563,-0.28683,-3.24876,1.70815,0
4.13947,-0.57161,0.14125,-0.27591,-1.09692,-1.35148,2.18093,4.57525,2.81046,-2.30575,-0.48095,-0.61442,0
-4.41788,-4.90304,1.14615,0.45968,-0.62598,-5.89943,-3.23255,-3.17578,-0.40608,2.46891,0.85043,-1.34124,0
0.09202,3.69313,-1.97061,-0.32868,0.97723,3.72134,-0.38231,-1.28919,-0.82004,-0.43504,-1.79076,1.49001,1
5.1729,3.53382,0.03633,-2.29521,-0.95901,2.41858,1.65325,0.53187,0.60482,-3.60449,-0.31577,-0.8373,1
-1.11569,-0.89372,1.01505,-1.69114,-2.21762,-1.31374,0.12798,1.66849,0.70891,0.53524,-0.54121,1.50298,0
-2.30581,-0.07272,2.38497,-0.95435,-3.22402,-2.1499,-0.83262,0.84143,-0.4726,-0.96628,0.66757,-0.24726,1
-0.80197,0.07536,0.72385,0.85499,-0.27703,-1.26856,-1.15816,-1.38622,-0.81102,-1.00742,0.90497,-1.84568,0
2.0292,-0.45721,-4.55838,0.31117,0.89631,-3.36935,-2.37916,0.0427,3.63417,-1.2966,-5.08131,0.08022,1
-3.26035,-3.70161,2.48482,-1.0454,-1.91087,-3.13459,-0.44041,0.14373,-0.29945,2.46427,1.46725,0.6297,0
-7.16702,0.35397,1.28559,-0.3355,-1.41854,0.3751,-2.4232,-2.41587,-2.89547,2.78229,0.22753,2.25717,1
-1.00048,2.60772,3.59676,-1.32516,-3.52916,0.82572,0.4934,0.86788,-1.86612,-2.51669,2.17111,-0.82135,1
9.52259,-0.13903,-1.6537,-2.44013,-1.69832,-2.5418,2.87817,5.99851,5.99954,-4.7956,-3.02771,-0.90668,0
-0.25942,0.94803,-1.16782,0.20041,0.57257,0.80572,-0.50273,-0.46747,-0.00061,0.0601,-1.09113,0.61003,1
2.25767,-0.82559,1.5381,0.85725,0.49737,0.80566,2.55671,2.19514,0.0701,-0.42221,2.4368,-1.17616,0
-0.72876,1.94691,0.11242,-1.81744,-1.24922,1.42181,-0.37548,-0.67728,-0.62736,-0.20942,-0.84876,1.3858,1
-1.84467,0.14638,2.27893,0.75502,-1.60496,-0.34069,0.40366,1.63863,-0.98969,-0.59684,1.74985,-0.49899,0
1.9522,-0.62296,-3.53277,0.00219,0.34387,-3.97367,-2.62809,-0.84031,3.06596,-1.73495,-4.09009,-0.90361,1
1.75763,-0.12734,-2.45369,-1.16821,0.25036,-1.64429,-1.37681,-1.07279,1.93438,-0.59811,-2.91237,0.22369,1
-5.09122,1.06791,-0.14717,-0.65023,-0.65476,-0.03601,-3.28688,-4.21692,-2.29219,1.50185,-0.83662,1.10105,1
-3.30414,1.48126,1.3493,-1.07049,-1.6867,0.09949,-1.94309,-2.7592,-2.17913,-0.04751,0.46972,0.08159,1
-0.65823,0.72724,0.60776,-0.34416,-1.70153,-3.24821,-2.97602,-3.05593,-0.51433,-2.66549,-0.13001,-2.85566,1
-0.03746,0.53935,-1.40244,0.35558,-0.07191,-1.73463,-1.94165,-1.21317,0.65531,-1.29673,-1.69855,-0.87457,0
7.06724,4.25631,0.17807,-2.89088,-0.77655,2.95863,1.97751,-0.41525,0.46703,-4.64623,0.16703,-1.86185,1
3.61593,-3.10772,2.07421,0.02762,-1.98991,-3.86535,2.46154,5.32718,2.9231,-1.98586,1.33356,-1.84585,0
-3.32223,-1.91657,0.27623,1.55902,-0.65121,-3.52771,-2.16208,-0.33446,-0.00056,0.48379,-0.17047,-0.76304,0
-2.55885,3.3363,-1.61639,0.21799,0.64303,0.87333,-3.84628,-5.79903,-2.30356,-0.95434,-1.39466,-0.87112,1
-0.97392,0.23525,1.30846,-1.97962,-2.1597,-1.24463,-1.0418,-1.2562,-0.48571,-0.52984,0.08858,-0.09617,1
-4.91398,0.99828,1.6345,0.64889,-1.0697,-0.47348,-2.64922,-3.37891,-3.00369,0.22728,1.33028,-0.85002,1
-0.32203,3.51819,-1.06393,-0.55152,0.22487,2.13888,-1.57207,-3.09341,-1.44045,-1.33414,-1.02744,-0.15716,1
-4.25844,-1.43134,-0.31985,1.536,-1.95309,-2.87689,-0.95131,4.52804,1.57491,0.86419,-2.18072,2.31184,1
-1.88853,0.92995,2.21099,-0.85963,-3.1411,-0.55125,0.14954,2.25789,-0.40271,-1.08985,0.46519,0.62095,1
1.95569,0.2668,-0.58202,-0.57487,-1.91823,-2.45026,-0.10761,2.91064,2.49612,-2.56843,-2.02465,-0.29836,1
4.68627,2.63246,-0.30519,-0.02122,-2.22611,-2.07744,0.07672,2.90085,2.41953,-6.13593,-1.46292,-2.86105,1
-3.40386,1.3146,0.93174,0.08723,-1.95647,-0.80451,-1.82106,-0.50582,-1.18017,-0.70761,-0.25439,0.13647,1
4.07855,0.40936,-1.78829,-1.97433,-0.19763,-1.02066,-0.08554,-0.18469,2.29221,-1.77071,-2.2718,-0.33189,1
-2.78328,-3.4445,-3.32481,-0.13371,0.51106,-5.46026,-4.28172,-2.76261,2.13373,2.20965,-4.11858,0.91371,1
-0.52459,-2.25637,1.68001,2.69982,0.38126,-1.5258,1.11165,2.32123,-0.06393,0.10562,2.48992,-1.72516,0
-0.30702,-0.37922,-2.40542,0.39668,-0.49125,-3.31837,-2.3329,0.3566,2.19253,-1.07183,-3.40262,0.04463,1
1.60408,-0.47728,-0.16251,-1.08261,-2.0461,-2.85994,-0.23373,2.22247,2.28419,-1.92203,-1.63329,-0.26595,1
-2.42175,-1.09254,2.4205,-0.18916,-2.12832,-1.42394,0.10837,1.44248,-0.5939,0.37596,1.41181,0.17069,0
3.95257,1.07734,0.20702,-1.2345,-2.40543,-1.6653,1.04486,3.60067,2.55758,-3.83818,-1.2397,-0.95564,1
0.26621,0.08383,-1.32646,0.06572,-1.0667,-3.26456,-2.12484,-0.08575,1.6252,-2.00847,-2.31568,-0.99442,1
-2.79391,-1.75525,4.34549,-1.45587,-3.67012,-1.74979,0.87284,2.15054,-0.93827,0.65145,2.66179,0.4194,1
0.39126,2.50224,-2.84055,0.88987,-0.50038,-0.40673,-1.19773,2.30256,1.97961,-2.35791,-3.91253,0.90772,0
0.85311,4.38226,3.78969,-0.57664,-4.18261,1.35063,1.43421,3.23139,-1.27615,-5.11435,2.16463,-1.75647,1
1.82252,0.46034,-0.27316,-1.96555,-0.86304,-0.94564,-0.6781,-1.47021,0.63976,-1.24284,-0.85394,-0.61119,1
1.9602,1.61791,-1.76929,-0.9534,0.25027,-0.68446,-1.83639,-2.91772,0.50018,-2.00779,-1.80732,-1.31851,1
-2.36543,-1.97368,-0.78843,-0.3302,-1.33616,-3.1328,-1.40287,1.4778,1.64214,1.17673,-2.26204,1.69752,0
-6.72927,0.77045,1.55092,1.1384,-1.00311,-1.25624,-3.98844,-4.81293,-3.65637,0.66862,1.25656,-1.09785,1
-3.21437,-2.35469,0.91749,0.55876,-1.20533,-3.31346,-1.52133,0.0993,0.04871,1.05999,0.14445,-0.08662,0
1.73628,-0.96293,1.42966,0.81099,-0.9223,-1.68296,1.23399,2.66178,0.94845,-1.72914,1.3318,-1.75848,0
-0.06251,2.08,-1.66945,-1.28121,0.30207,2.67167,0.06075,-0.17933,0.0554,0.65333,-2.08263,2.52633,1
-0.28497,-2.53771,2.85922,1.00684,-0.92165,-1.49984,1.80797,2.80693,-0.04504,0.33838,2.95392,-1.07843,0
-1.36935,1.27667,-1.13464,2.00109,-0.51928,-0.95593,-1.1033,2.07985,0.75348,-1.57793,-1.76083,0.01728,0
0.41883,1.85566,-1.88472,-1.9622,-0.13369,1.8654,-0.24685,-0.30919,0.61757,0.37429,-2.66881,2.51779,1
1.64301,-2.57849,2.16672,1.17985,-1.62695,-3.95064,1.12179,3.60171,1.62987,-1.98596,1.78236,-2.61379,0
1.81026,1.71229,0.54385,0.92929,0.99708,3.37699,2.35471,1.62255,-0.72945,-0.69903,1.53136,-0.17973,0
2.48732,1.61096,-0.26557,-0.75331,-1.21492,-2.24207,-1.75575,-1.93105,0.61283,-3.88883,-0.76869,-2.99859,1
-0.19926,1.54874,-0.45997,0.01287,-1.36912,-1.07446,-1.19092,0.56201,0.55996,-2.08692,-1.45583,-0.38604,1
-5.05715,-3.19585,1.15186,0.67878,-2.42481,-3.47861,-0.51896,4.12531,1.0825,2.33721,-0.78369,2.52268,0
-2.32421,-1.72768,1.87215,-1.22696,-2.30789,-3.0054,-1.2768,-0.6467,-0.27235,0.4299,0.60527,-0.24264,1
0.69969,-0.87285,-4.93801,-0.11024,2.1277,-3.54774,-4.35706,-4.91386,2.03621,0.01113,-4.64076,-0.72272,1
-7.39743,-0.94942,2.45082,-1.23576,-2.53781,-0.68171,-1.92205,-1.48655,-2.56416,3.29117,0.79379,2.58538,1
-1.47786,0.17084,0.36369,0.61478,-1.17968,-1.17112,-0.62062,1.29757,0.18762,-0.66253,-0.40812,0.04359,0
-0.42099,-0.48281,1.74631,0.8581,-0.87385,-0.25041,1.16329,2.31003,-0.21595,-0.39617,1.60228,-0.46684,0
-1.49274,0.41424,-3.09012,1.02621,0.60145,-3.36101,-4.44576,-3.61769,0.73148,-1.1703,-3.32689,-1.29087,1
-1.57313,-2.91558,-0.42345,-1.92368,-1.35069,-3.30278,-1.22818,0.05774,1.60488,2.02051,-1.85938,1.802,0
-3.37601,-0.63661,-0.5888,1.04278,-2.09909,-1.92743,-0.31306,5.34476,1.91247,0.51316,-2.64118,2.91299,0
-5.60852,-0.76987,1.71461,-0.76349,-2.07698,-2.31936,-3.07304,-3.15328,-2.07527,1.39212,0.49738,0.2274,1
-6.09366,-0.78651,1.60249,0.15593,-1.40256,-1.52652,-2.63488,-2.55546,-2.33952,1.93541,0.80142,0.5372,1
0.83992,-1.1625,0.19543,-1.4756,-1.81091,-3.71856,-1.42136,-0.5919,1.38968,-1.39002,-0.96287,-1.1856,1
2.62208,-0.64824,2.75292,0.0443,-3.43467,-3.37052,1.64491,5.16911,1.96821,-3.92479,1.29187,-2.35689,0
-1.61497,0.93602,1.10922,-1.03193,-1.46384,-0.03626,-0.90316,-1.22459,-1.12768,-0.31614,0.34077,0.06622,1
0.61657,2.87977,1.65104,-2.07282,-0.8795,0.60054,-2.17198,-6.68918,-3.01127,-2.51539,1.91961,-3.29859,1
-3.67887,-0.94814,-0.02437,1.09962,-2.12543,-2.50366,-0.80569,4.10834,1.33269,0.41083,-1.86842,1.98525,0
-3.53415,-2.29466,-1.14798,1.99913,-0.11191,-4.39474,-2.99845,-0.42275,0.8314,0.72662,-1.63169,-0.41653,0
2.15813,0.14945,-0.34998,0.4682,-0.09246,0.12849,1.50357,3.09212,1.49819,-1.13195,-0.45955,0.06455,0
-0.69371,-0.19,-1.14732,-1.3058,-0.11206,-1.39013,-2.14798,-2.99695,0.11684,0.3854,-1.57096,0.13341,1
-1.46948,1.18444,-1.19896,-0.89095,0.02046,0.91312,-1.25065,-1.58848,-0.41481,0.76439,-1.64868,1.54339,1
-4.08799,-2.49248,0.37471,1.51158,-1.04009,-4.24657,-2.41367,0.02314,0.2069,0.87439,-0.40284,-0.40311,0
2.80695,1.05244,-0.6204,0.69738,-2.84192,-3.30662,0.37101,6.1331,3.69528,-4.76818,-2.6055,-0.92758,1
-1.60398,1.80802,1.42179,-0.33714,-1.08736,1.94052,0.36805,0.22904,-1.59551,-0.19289,0.98109,0.66008,1
-1.22877,-0.66481,3.13322,-0.06035,-1.63711,0.24641,1.57803,1.99718,-1.09392,0.27333,2.73076,-0.08715,0
-2.14271,-1.32257,1.07031,0.19105,-1.3522,-1.70276,-0.27721,1.4339,0.14655,0.64545,0.22777,0.52552,0
1.17757,1.86141,-0.02043,-2.11082,-0.99956,3.10195,2.07092,2.51732,0.4805,0.1931,-0.96155,2.84819,1
0.50711,1.9675,-2.36592,-0.05006,1.02078,0.19867,-2.18849,-3.18036,-0.06082,-1.15162,-2.09088,-0.62221,1
3.49646,3.58328,-2.88112,0.54165,1.99013,3.21166,0.43523,-0.2832,0.59144,-2.12477,-1.9665,-0.13635,1
-5.39017,0.3805,0.08824,-0.62571,-0.96982,-1.45438,-4.00375,-4.87076,-2.21427,1.29696,-0.71963,0.35573,1
-1.85974,-1.34021,-1.94292,1.18257,0.09028,-2.8009,-1.89919,0.71604,1.55674,0.55733,-2.5425,0.71757,0
-4.39558,0.0219,2.19084,-1.56409,-2.67241,-2.11815,-2.8571,-3.44886,-2.14207,0.26342,0.79146,-0.41292,1
2.71732,1.28654,-1.35718,-1.64574,0.309,-1.23925,-2.24075,-4.79989,0.13199,-2.26505,-1.13053,-2.43224,1
-4.43476,-0.48123,2.20007,-1.34633,-2.50412,-1.76196,-2.07988,-2.14652,-1.8095,0.92245,0.82442,0.32273,1
4.00795,-1.17513,-0.56361,1.14968,-0.40786,-2.44233,1.66353,4.85346,3.29704,-2.53677,-0.81488,-1.3353,0
0.43611,1.79572,1.09129,-0.7188,-2.36989,-0.53382,-0.05775,1.48321,0.20667,-2.60311,-0.17839,-0.59331,1
1.69851,0.84245,-1.13365,-1.5122,0.03232,-1.44278,-2.2224,-4.17689,0.11706,-1.64405,-1.14991,-1.82775,1
2.59929,2.98977,3.57604,-0.81154,-4.57996,-1.05746,1.35056,3.9386,0.29731,-6.01146,1.69991,-2.79623,1
1.85433,1.92627,0.17989,-1.55027,-1.07097,1.36461,0.85215,0.82207,0.30544,-1.50651,-0.47728,0.40785,1
-4.73218,-0.34264,3.67771,-0.8569,-3.09611,-1.53297,-1.39269,-1.29521,-2.49279,0.41506,2.3382,-0.35841,1
0.20053,1.18273,0.92725,-0.37896,-2.3221,-2.36047,-1.4095,-0.0981,0.21783,-3.1048,-0.23179,-1.95593,1
-2.35196,-0.08608,1.10507,-0.3098,-1.41226,-0.18365,-0.12844,0.98176,-0.52029,0.66426,0.20761,1.11955,0
0.21547,-0.31318,0.09113,-1.99077,-1.5029,-0.86716,-0.06931,0.59361,0.92588,0.10066,-1.10894,1.16987,0
0.11674,-0.80515,1.15208,1.29913,-1.05156,-1.53762,0.86362,3.23032,0.81389,-1.14025,0.76681,-0.82398,0
3.20722,4.13145,-0.22198,-0.90695,-0.85129,1.73065,0.05146,-0.5802,-0.17942,-4.05866,-0.48536,-1.61246,1
0.57031,1.43298,0.02654,-2.25171,-1.4186,0.9354,0.18952,0.19237,0.24858,-0.48041,-1.07285,1.35721,1
0.69763,-0.12643,-1.31175,-0.93513,-0.79935,-1.70816,-0.88235,0.54834,1.69759,-0.68413,-2.28052,0.55697,1
-2.67542,-2.35694,-0.43585,0.22122,-0.97781,-2.9524,-1.1209,1.55922,1.29695,1.5573,-1.55803,1.49288,0
-1.56492,2.43424,-1.19456,1.1697,1.02964,1.6365,-1.59987,-2.33524,-1.47735,-0.47871,-0.66625,-0.2251,1
-5.56885,1.77151,-0.97284,0.91548,0.72963,1.27498,-3.26219,-4.27763,-2.79105,1.76072,-0.85925,1.13775,1
3.98193,0.5255,-3.49658,-2.52702,2.3455,-0.80317,-2.80843,-7.47295,0.64004,-0.70116,-2.44669,-1.82104,1
0.66846,1.16808,0.83968,-0.84586,-1.08401,1.04216,0.93957,1.2238,-0.09633,-0.86353,0.29746,0.37492,0
3.09766,-0.98332,-0.33338,1.40539,-1.94563,-4.84382,0.18217,5.10886,3.73805,-4.13133,-1.53028,-2.28681,0
2.33005,-1.1223,-3.90374,-2.01489,1.97442,-2.08898,-2.76041,-5.15177,1.75657,0.71729,-3.49724,-0.1918,1
-2.30228,1.51092,-0.26423,-2.32093,-1.40694,0.38451,-1.95625,-2.65763,-0.96511,0.54313,-1.51374,1.60906,1
-6.18184,-1.29852,4.50729,-1.72719,-3.91209,-1.95244,-1.41572,-1.23926,-2.75459,1.67881,2.6177,0.62643,1
-2.58635,-0.29308,-0.29227,0.91014,-1.65925,-1.8754,-0.75379,3.21051,1.15523,-0.12481,-1.76516,1.43153,0
3.64784,3.53744,-0.68163,-1.46159,-0.20901,1.41627,-0.4439,-2.34989,-0.21243,-3.49791,-0.5969,-1.87326,1
